image_path,label
./augment/img/Airport_0.jpg,Airport
./augment/img/Residential_1.jpg,Residential
./augment/img/Residential_2.jpg,Residential
./augment/img/Mountain_3.jpg,Mountain
./augment/img/Grassland_4.jpg,Grassland
./augment/img/Port_5.jpg,Port
./augment/img/Highway_6.jpg,Highway
./augment/img/Airport_7.jpg,Airport
./augment/img/River_8.jpg,River
./augment/img/Beach_9.jpg,Beach
./augment/img/Highway_10.jpg,Highway
./augment/img/Mountain_11.jpg,Mountain
./augment/img/Residential_12.jpg,Residential
./augment/img/Beach_13.jpg,Beach
./augment/img/Airport_14.jpg,Airport
./augment/img/Forest_15.jpg,Forest
./augment/img/City_16.jpg,City
./augment/img/Port_17.jpg,Port
./augment/img/Highway_18.jpg,Highway
./augment/img/River_19.jpg,River
./augment/img/Forest_20.jpg,Forest
./augment/img/River_21.jpg,River
./augment/img/Lake_22.jpg,Lake
./augment/img/Port_23.jpg,Port
./augment/img/Grassland_24.jpg,Grassland
./augment/img/Port_25.jpg,Port
./augment/img/Residential_26.jpg,Residential
./augment/img/City_27.jpg,City
./augment/img/Residential_28.jpg,Residential
./augment/img/Agriculture_29.jpg,Agriculture
./augment/img/Mountain_30.jpg,Mountain
./augment/img/Airport_31.jpg,Airport
./augment/img/Beach_32.jpg,Beach
./augment/img/Parking_33.jpg,Parking
./augment/img/Lake_34.jpg,Lake
./augment/img/Forest_35.jpg,Forest
./augment/img/River_36.jpg,River
./augment/img/Parking_37.jpg,Parking
./augment/img/Mountain_38.jpg,Mountain
./augment/img/Parking_39.jpg,Parking
./augment/img/Airport_40.jpg,Airport
./augment/img/Lake_41.jpg,Lake
./augment/img/City_42.jpg,City
./augment/img/Grassland_43.jpg,Grassland
./augment/img/Residential_44.jpg,Residential
./augment/img/Desert_45.jpg,Desert
./augment/img/Mountain_46.jpg,Mountain
./augment/img/Railway_47.jpg,Railway
./augment/img/Port_48.jpg,Port
./augment/img/Airport_49.jpg,Airport
./augment/img/Highway_50.jpg,Highway
./augment/img/Port_51.jpg,Port
./augment/img/Mountain_52.jpg,Mountain
./augment/img/Forest_53.jpg,Forest
./augment/img/Highway_54.jpg,Highway
./augment/img/Beach_55.jpg,Beach
./augment/img/Airport_56.jpg,Airport
./augment/img/Mountain_57.jpg,Mountain
./augment/img/Agriculture_58.jpg,Agriculture
./augment/img/Residential_59.jpg,Residential
./augment/img/Port_60.jpg,Port
./augment/img/River_61.jpg,River
./augment/img/Parking_62.jpg,Parking
./augment/img/Lake_63.jpg,Lake
./augment/img/Parking_64.jpg,Parking
./augment/img/Residential_65.jpg,Residential
./augment/img/Grassland_66.jpg,Grassland
./augment/img/River_67.jpg,River
./augment/img/Mountain_68.jpg,Mountain
./augment/img/Parking_69.jpg,Parking
./augment/img/Agriculture_70.jpg,Agriculture
./augment/img/City_71.jpg,City
./augment/img/Residential_72.jpg,Residential
./augment/img/River_73.jpg,River
./augment/img/Highway_74.jpg,Highway
./augment/img/Forest_75.jpg,Forest
./augment/img/Agriculture_76.jpg,Agriculture
./augment/img/Mountain_77.jpg,Mountain
./augment/img/Beach_78.jpg,Beach
./augment/img/Lake_79.jpg,Lake
./augment/img/Airport_80.jpg,Airport
./augment/img/Beach_81.jpg,Beach
./augment/img/Port_82.jpg,Port
./augment/img/Railway_83.jpg,Railway
./augment/img/Parking_84.jpg,Parking
./augment/img/Parking_85.jpg,Parking
./augment/img/Airport_86.jpg,Airport
./augment/img/River_87.jpg,River
./augment/img/Parking_88.jpg,Parking
./augment/img/Mountain_89.jpg,Mountain
./augment/img/Mountain_90.jpg,Mountain
./augment/img/River_91.jpg,River
./augment/img/Residential_92.jpg,Residential
./augment/img/Grassland_93.jpg,Grassland
./augment/img/Parking_94.jpg,Parking
./augment/img/City_95.jpg,City
./augment/img/Parking_96.jpg,Parking
./augment/img/River_97.jpg,River
./augment/img/Airport_98.jpg,Airport
./augment/img/City_99.jpg,City
./augment/img/Port_100.jpg,Port
./augment/img/Parking_101.jpg,Parking
./augment/img/Airport_102.jpg,Airport
./augment/img/Residential_103.jpg,Residential
./augment/img/Mountain_104.jpg,Mountain
./augment/img/Port_105.jpg,Port
./augment/img/River_106.jpg,River
./augment/img/Parking_107.jpg,Parking
./augment/img/Desert_108.jpg,Desert
./augment/img/Port_109.jpg,Port
./augment/img/Lake_110.jpg,Lake
./augment/img/Airport_111.jpg,Airport
./augment/img/Agriculture_112.jpg,Agriculture
./augment/img/Parking_113.jpg,Parking
./augment/img/Grassland_114.jpg,Grassland
./augment/img/Lake_115.jpg,Lake
./augment/img/Mountain_116.jpg,Mountain
./augment/img/Grassland_117.jpg,Grassland
./augment/img/Railway_118.jpg,Railway
./augment/img/Railway_119.jpg,Railway
./augment/img/Grassland_120.jpg,Grassland
./augment/img/Residential_121.jpg,Residential
./augment/img/Highway_122.jpg,Highway
./augment/img/Forest_123.jpg,Forest
./augment/img/Mountain_124.jpg,Mountain
./augment/img/Mountain_125.jpg,Mountain
./augment/img/River_126.jpg,River
./augment/img/Highway_127.jpg,Highway
./augment/img/Parking_128.jpg,Parking
./augment/img/Residential_129.jpg,Residential
./augment/img/Residential_130.jpg,Residential
./augment/img/Forest_131.jpg,Forest
./augment/img/Port_132.jpg,Port
./augment/img/Airport_133.jpg,Airport
./augment/img/Residential_134.jpg,Residential
./augment/img/Lake_135.jpg,Lake
./augment/img/Railway_136.jpg,Railway
./augment/img/Highway_137.jpg,Highway
./augment/img/Agriculture_138.jpg,Agriculture
./augment/img/Airport_139.jpg,Airport
./augment/img/City_140.jpg,City
./augment/img/Railway_141.jpg,Railway
./augment/img/Mountain_142.jpg,Mountain
./augment/img/Desert_143.jpg,Desert
./augment/img/Parking_144.jpg,Parking
./augment/img/Agriculture_145.jpg,Agriculture
./augment/img/Highway_146.jpg,Highway
./augment/img/Desert_147.jpg,Desert
./augment/img/Port_148.jpg,Port
./augment/img/Airport_149.jpg,Airport
./augment/img/Residential_150.jpg,Residential
./augment/img/Port_151.jpg,Port
./augment/img/City_152.jpg,City
./augment/img/Mountain_153.jpg,Mountain
./augment/img/Residential_154.jpg,Residential
./augment/img/Port_155.jpg,Port
./augment/img/Mountain_156.jpg,Mountain
./augment/img/Parking_157.jpg,Parking
./augment/img/Agriculture_158.jpg,Agriculture
./augment/img/Forest_159.jpg,Forest
./augment/img/Grassland_160.jpg,Grassland
./augment/img/Highway_161.jpg,Highway
./augment/img/Mountain_162.jpg,Mountain
./augment/img/Grassland_163.jpg,Grassland
./augment/img/Grassland_164.jpg,Grassland
./augment/img/Parking_165.jpg,Parking
./augment/img/Parking_166.jpg,Parking
./augment/img/Beach_167.jpg,Beach
./augment/img/Highway_168.jpg,Highway
./augment/img/Parking_169.jpg,Parking
./augment/img/Beach_170.jpg,Beach
./augment/img/Port_171.jpg,Port
./augment/img/Lake_172.jpg,Lake
./augment/img/City_173.jpg,City
./augment/img/Beach_174.jpg,Beach
./augment/img/Grassland_175.jpg,Grassland
./augment/img/City_176.jpg,City
./augment/img/Parking_177.jpg,Parking
./augment/img/Airport_178.jpg,Airport
./augment/img/Highway_179.jpg,Highway
./augment/img/Grassland_180.jpg,Grassland
./augment/img/Airport_181.jpg,Airport
./augment/img/Forest_182.jpg,Forest
./augment/img/Grassland_183.jpg,Grassland
./augment/img/Forest_184.jpg,Forest
./augment/img/Agriculture_185.jpg,Agriculture
./augment/img/Desert_186.jpg,Desert
./augment/img/Grassland_187.jpg,Grassland
./augment/img/Highway_188.jpg,Highway
./augment/img/Forest_189.jpg,Forest
./augment/img/City_190.jpg,City
./augment/img/City_191.jpg,City
./augment/img/Desert_192.jpg,Desert
./augment/img/Forest_193.jpg,Forest
./augment/img/Parking_194.jpg,Parking
./augment/img/Port_195.jpg,Port
./augment/img/Forest_196.jpg,Forest
./augment/img/Residential_197.jpg,Residential
./augment/img/Highway_198.jpg,Highway
./augment/img/Desert_199.jpg,Desert
./augment/img/City_200.jpg,City
./augment/img/Forest_201.jpg,Forest
./augment/img/Agriculture_202.jpg,Agriculture
./augment/img/Grassland_203.jpg,Grassland
./augment/img/Beach_204.jpg,Beach
./augment/img/Railway_205.jpg,Railway
./augment/img/Railway_206.jpg,Railway
./augment/img/Railway_207.jpg,Railway
./augment/img/City_208.jpg,City
./augment/img/City_209.jpg,City
./augment/img/River_210.jpg,River
./augment/img/Forest_211.jpg,Forest
./augment/img/Parking_212.jpg,Parking
./augment/img/City_213.jpg,City
./augment/img/Port_214.jpg,Port
./augment/img/River_215.jpg,River
./augment/img/Lake_216.jpg,Lake
./augment/img/City_217.jpg,City
./augment/img/Lake_218.jpg,Lake
./augment/img/Grassland_219.jpg,Grassland
./augment/img/City_220.jpg,City
./augment/img/Mountain_221.jpg,Mountain
./augment/img/Mountain_222.jpg,Mountain
./augment/img/Desert_223.jpg,Desert
./augment/img/Forest_224.jpg,Forest
./augment/img/City_225.jpg,City
./augment/img/Lake_226.jpg,Lake
./augment/img/Desert_227.jpg,Desert
./augment/img/Desert_228.jpg,Desert
./augment/img/Grassland_229.jpg,Grassland
./augment/img/Mountain_230.jpg,Mountain
./augment/img/Railway_231.jpg,Railway
./augment/img/Lake_232.jpg,Lake
./augment/img/Parking_233.jpg,Parking
./augment/img/Residential_234.jpg,Residential
./augment/img/Airport_235.jpg,Airport
./augment/img/Airport_236.jpg,Airport
./augment/img/Residential_237.jpg,Residential
./augment/img/Airport_238.jpg,Airport
./augment/img/Agriculture_239.jpg,Agriculture
./augment/img/Parking_240.jpg,Parking
./augment/img/Desert_241.jpg,Desert
./augment/img/City_242.jpg,City
./augment/img/Agriculture_243.jpg,Agriculture
./augment/img/Airport_244.jpg,Airport
./augment/img/Airport_245.jpg,Airport
./augment/img/Highway_246.jpg,Highway
./augment/img/Railway_247.jpg,Railway
./augment/img/River_248.jpg,River
./augment/img/Railway_249.jpg,Railway
./augment/img/Desert_250.jpg,Desert
./augment/img/Airport_251.jpg,Airport
./augment/img/River_252.jpg,River
./augment/img/Port_253.jpg,Port
./augment/img/Parking_254.jpg,Parking
./augment/img/Highway_255.jpg,Highway
./augment/img/Port_256.jpg,Port
./augment/img/Beach_257.jpg,Beach
./augment/img/Mountain_258.jpg,Mountain
./augment/img/Lake_259.jpg,Lake
./augment/img/Agriculture_260.jpg,Agriculture
./augment/img/Airport_261.jpg,Airport
./augment/img/Residential_262.jpg,Residential
./augment/img/City_263.jpg,City
./augment/img/City_264.jpg,City
./augment/img/Parking_265.jpg,Parking
./augment/img/City_266.jpg,City
./augment/img/Grassland_267.jpg,Grassland
./augment/img/Residential_268.jpg,Residential
./augment/img/Mountain_269.jpg,Mountain
./augment/img/Residential_270.jpg,Residential
./augment/img/Airport_271.jpg,Airport
./augment/img/Grassland_272.jpg,Grassland
./augment/img/Forest_273.jpg,Forest
./augment/img/River_274.jpg,River
./augment/img/Agriculture_275.jpg,Agriculture
./augment/img/Port_276.jpg,Port
./augment/img/Forest_277.jpg,Forest
./augment/img/Railway_278.jpg,Railway
./augment/img/Desert_279.jpg,Desert
./augment/img/Highway_280.jpg,Highway
./augment/img/Highway_281.jpg,Highway
./augment/img/Desert_282.jpg,Desert
./augment/img/City_283.jpg,City
./augment/img/Airport_284.jpg,Airport
./augment/img/Parking_285.jpg,Parking
./augment/img/Highway_286.jpg,Highway
./augment/img/Mountain_287.jpg,Mountain
./augment/img/Beach_288.jpg,Beach
./augment/img/Parking_289.jpg,Parking
./augment/img/Beach_290.jpg,Beach
./augment/img/Grassland_291.jpg,Grassland
./augment/img/Highway_292.jpg,Highway
./augment/img/Port_293.jpg,Port
./augment/img/Port_294.jpg,Port
./augment/img/Railway_295.jpg,Railway
./augment/img/Desert_296.jpg,Desert
./augment/img/Desert_297.jpg,Desert
./augment/img/Grassland_298.jpg,Grassland
./augment/img/Lake_299.jpg,Lake
./augment/img/Highway_300.jpg,Highway
./augment/img/Parking_301.jpg,Parking
./augment/img/Airport_302.jpg,Airport
./augment/img/Beach_303.jpg,Beach
./augment/img/Airport_304.jpg,Airport
./augment/img/Parking_305.jpg,Parking
./augment/img/Railway_306.jpg,Railway
./augment/img/Mountain_307.jpg,Mountain
./augment/img/Highway_308.jpg,Highway
./augment/img/Residential_309.jpg,Residential
./augment/img/Agriculture_310.jpg,Agriculture
./augment/img/Highway_311.jpg,Highway
./augment/img/Mountain_312.jpg,Mountain
./augment/img/Parking_313.jpg,Parking
./augment/img/City_314.jpg,City
./augment/img/Residential_315.jpg,Residential
./augment/img/Airport_316.jpg,Airport
./augment/img/Railway_317.jpg,Railway
./augment/img/Desert_318.jpg,Desert
./augment/img/Forest_319.jpg,Forest
./augment/img/Lake_320.jpg,Lake
./augment/img/Highway_321.jpg,Highway
./augment/img/Desert_322.jpg,Desert
./augment/img/Lake_323.jpg,Lake
./augment/img/Forest_324.jpg,Forest
./augment/img/Beach_325.jpg,Beach
./augment/img/Lake_326.jpg,Lake
./augment/img/Airport_327.jpg,Airport
./augment/img/Beach_328.jpg,Beach
./augment/img/Highway_329.jpg,Highway
./augment/img/Highway_330.jpg,Highway
./augment/img/Mountain_331.jpg,Mountain
./augment/img/Mountain_332.jpg,Mountain
./augment/img/Forest_333.jpg,Forest
./augment/img/Lake_334.jpg,Lake
./augment/img/Beach_335.jpg,Beach
./augment/img/River_336.jpg,River
./augment/img/Residential_337.jpg,Residential
./augment/img/Beach_338.jpg,Beach
./augment/img/Highway_339.jpg,Highway
./augment/img/Forest_340.jpg,Forest
./augment/img/City_341.jpg,City
./augment/img/River_342.jpg,River
./augment/img/Forest_343.jpg,Forest
./augment/img/River_344.jpg,River
./augment/img/City_345.jpg,City
./augment/img/Mountain_346.jpg,Mountain
./augment/img/Port_347.jpg,Port
./augment/img/Lake_348.jpg,Lake
./augment/img/Forest_349.jpg,Forest
./augment/img/Grassland_350.jpg,Grassland
./augment/img/River_351.jpg,River
./augment/img/Beach_352.jpg,Beach
./augment/img/Port_353.jpg,Port
./augment/img/Grassland_354.jpg,Grassland
./augment/img/Railway_355.jpg,Railway
./augment/img/Forest_356.jpg,Forest
./augment/img/River_357.jpg,River
./augment/img/City_358.jpg,City
./augment/img/Airport_359.jpg,Airport
./augment/img/Agriculture_360.jpg,Agriculture
./augment/img/Desert_361.jpg,Desert
./augment/img/City_362.jpg,City
./augment/img/Lake_363.jpg,Lake
./augment/img/Mountain_364.jpg,Mountain
./augment/img/River_365.jpg,River
./augment/img/Railway_366.jpg,Railway
./augment/img/Residential_367.jpg,Residential
./augment/img/Port_368.jpg,Port
./augment/img/Lake_369.jpg,Lake
./augment/img/Forest_370.jpg,Forest
./augment/img/Mountain_371.jpg,Mountain
./augment/img/Lake_372.jpg,Lake
./augment/img/Railway_373.jpg,Railway
./augment/img/Port_374.jpg,Port
./augment/img/Railway_375.jpg,Railway
./augment/img/Desert_376.jpg,Desert
./augment/img/Grassland_377.jpg,Grassland
./augment/img/Mountain_378.jpg,Mountain
./augment/img/Parking_379.jpg,Parking
./augment/img/Mountain_380.jpg,Mountain
./augment/img/Mountain_381.jpg,Mountain
./augment/img/Airport_382.jpg,Airport
./augment/img/Agriculture_383.jpg,Agriculture
./augment/img/Beach_384.jpg,Beach
./augment/img/Airport_385.jpg,Airport
./augment/img/Railway_386.jpg,Railway
./augment/img/Agriculture_387.jpg,Agriculture
./augment/img/Mountain_388.jpg,Mountain
./augment/img/Residential_389.jpg,Residential
./augment/img/Agriculture_390.jpg,Agriculture
./augment/img/Parking_391.jpg,Parking
./augment/img/Railway_392.jpg,Railway
./augment/img/City_393.jpg,City
./augment/img/Mountain_394.jpg,Mountain
./augment/img/Forest_395.jpg,Forest
./augment/img/Lake_396.jpg,Lake
./augment/img/Port_397.jpg,Port
./augment/img/Mountain_398.jpg,Mountain
./augment/img/Port_399.jpg,Port
./augment/img/Forest_400.jpg,Forest
./augment/img/Port_401.jpg,Port
./augment/img/River_402.jpg,River
./augment/img/City_403.jpg,City
./augment/img/Beach_404.jpg,Beach
./augment/img/Airport_405.jpg,Airport
./augment/img/Grassland_406.jpg,Grassland
./augment/img/Forest_407.jpg,Forest
./augment/img/Mountain_408.jpg,Mountain
./augment/img/Parking_409.jpg,Parking
./augment/img/Highway_410.jpg,Highway
./augment/img/Grassland_411.jpg,Grassland
./augment/img/Port_412.jpg,Port
./augment/img/Port_413.jpg,Port
./augment/img/Parking_414.jpg,Parking
./augment/img/Mountain_415.jpg,Mountain
./augment/img/Railway_416.jpg,Railway
./augment/img/City_417.jpg,City
./augment/img/Beach_418.jpg,Beach
./augment/img/Agriculture_419.jpg,Agriculture
./augment/img/Parking_420.jpg,Parking
./augment/img/Mountain_421.jpg,Mountain
./augment/img/Airport_422.jpg,Airport
./augment/img/Airport_423.jpg,Airport
./augment/img/Parking_424.jpg,Parking
./augment/img/City_425.jpg,City
./augment/img/Desert_426.jpg,Desert
./augment/img/Lake_427.jpg,Lake
./augment/img/Agriculture_428.jpg,Agriculture
./augment/img/River_429.jpg,River
./augment/img/River_430.jpg,River
./augment/img/Beach_431.jpg,Beach
./augment/img/Railway_432.jpg,Railway
./augment/img/Grassland_433.jpg,Grassland
./augment/img/Lake_434.jpg,Lake
./augment/img/Residential_435.jpg,Residential
./augment/img/Grassland_436.jpg,Grassland
./augment/img/Desert_437.jpg,Desert
./augment/img/City_438.jpg,City
./augment/img/Highway_439.jpg,Highway
./augment/img/Highway_440.jpg,Highway
./augment/img/Railway_441.jpg,Railway
./augment/img/Beach_442.jpg,Beach
./augment/img/Agriculture_443.jpg,Agriculture
./augment/img/Mountain_444.jpg,Mountain
./augment/img/Mountain_445.jpg,Mountain
./augment/img/Mountain_446.jpg,Mountain
