image_path,label
./enforced/img/Airport_0.jpg,Airport
./enforced/img/Highway_1.jpg,Highway
./enforced/img/City_2.jpg,City
./enforced/img/Port_3.jpg,Port
./enforced/img/Railway_4.jpg,Railway
./enforced/img/Lake_5.jpg,Lake
./enforced/img/Mountain_6.jpg,Mountain
./enforced/img/Residential_7.jpg,Residential
./enforced/img/River_8.jpg,River
./enforced/img/Beach_9.jpg,Beach
./enforced/img/River_10.jpg,River
./enforced/img/Residential_11.jpg,Residential
./enforced/img/Desert_12.jpg,Desert
./enforced/img/Port_13.jpg,Port
./enforced/img/Lake_14.jpg,Lake
./enforced/img/Railway_15.jpg,Railway
./enforced/img/Agriculture_16.jpg,Agriculture
./enforced/img/Airport_17.jpg,Airport
./enforced/img/Beach_18.jpg,Beach
./enforced/img/Agriculture_19.jpg,Agriculture
./enforced/img/Port_20.jpg,Port
./enforced/img/Port_21.jpg,Port
./enforced/img/Railway_22.jpg,Railway
./enforced/img/Grassland_23.jpg,Grassland
./enforced/img/Parking_24.jpg,Parking
./enforced/img/Beach_25.jpg,Beach
./enforced/img/Railway_26.jpg,Railway
./enforced/img/Airport_27.jpg,Airport
./enforced/img/Residential_28.jpg,Residential
./enforced/img/Agriculture_29.jpg,Agriculture
./enforced/img/Residential_30.jpg,Residential
./enforced/img/City_31.jpg,City
./enforced/img/Forest_32.jpg,Forest
./enforced/img/Railway_33.jpg,Railway
./enforced/img/Grassland_34.jpg,Grassland
./enforced/img/Railway_35.jpg,Railway
./enforced/img/Grassland_36.jpg,Grassland
./enforced/img/Forest_37.jpg,Forest
./enforced/img/Desert_38.jpg,Desert
./enforced/img/Lake_39.jpg,Lake
./enforced/img/Mountain_40.jpg,Mountain
./enforced/img/Lake_41.jpg,Lake
./enforced/img/Airport_42.jpg,Airport
./enforced/img/Agriculture_43.jpg,Agriculture
./enforced/img/Port_44.jpg,Port
./enforced/img/River_45.jpg,River
./enforced/img/Forest_46.jpg,Forest
./enforced/img/City_47.jpg,City
./enforced/img/Railway_48.jpg,Railway
./enforced/img/City_49.jpg,City
./enforced/img/Agriculture_50.jpg,Agriculture
./enforced/img/River_51.jpg,River
./enforced/img/Grassland_52.jpg,Grassland
./enforced/img/Port_53.jpg,Port
./enforced/img/Beach_54.jpg,Beach
./enforced/img/River_55.jpg,River
./enforced/img/Beach_56.jpg,Beach
./enforced/img/Mountain_57.jpg,Mountain
./enforced/img/Beach_58.jpg,Beach
./enforced/img/Highway_59.jpg,Highway
